urinalc,Urinal screens with pucks : Cherry,,,,12pcs,
,Napkin bands,,,,,
nb,Napkin bands  White,,,,20000ctn,
nbblu,Napkin bands   Blue,,,,20000ctn,
nbbu,Napkin bands   Burgundy,,,,20000ctn,
nbg,Napkin bands   Hunter green,,,,20000ctn,
nbr,Napkin bands   Red  ,,,,20000ctn,
,Masks/Hairnets,,,,,
facem,Facial Masks,,,,,
beard,Beardnets  18? white,,,,100ctn,
hair,Hairnets 21? invisible brown  ,,,,144pcs,
hair24,Hairnets 24? invisible brown  ,,,,144pcs,
,CLEANING  SUPPLIES,,,,,
det,Detergent  (18.2kg),,,,1x18kgs,
mop,Mop Heads 20 oz ,,,,1psc,
mop24,Mop Heads 24 oz ,,,,1psc,
scourg,Scour  Pads 6x9 Green (10pk) ,,,,10pcs,
scourss,Scour  Pads Stainless steel  (12pk) ,,,,12pcs,
Soap,Pink hand soap lotion (4x4L) ,,,,(4x4L),
soapp,White pearl Anti-bacterial hand soap (4x4L) ,,,,(4x4L),
steelwool,Steel wool pads (SOS) 144/CTN,,,,144ctn,
,TAPES,,,,,
mask24,Masking Tape 24mmx55mm ,,,,1roll,
mask36,Masking Tape 36mmx55mm,,,,1roll,
mask48,Masking Tape 48mmx55mm,,,,1roll,
tapep,Packing  Tape 48mmx100mm (clear),,,,36ctn,
,MARKERS/ PENS ,,,,,
cray,Crayons : Generic (Bulk),,,,4800ctn,
cray1,Crayon  : Generic (1000x3),,,,3000ctn,
cray4,Crayons : Generic (1000x4),,,,4000ctn,
staples,Staples Standard 500 ,,,,1X500pcs,
env8,Envelopes #8 (White)  (              ,,,,1X80pcs,
elastic,Elastic Bands   (Red)   size.32 1LB,,,,,
env10,Envelopes #10 (White)  ( ,,,,40pk,
env10s,Envelopes #10 Security (White)  (30pk),,,,1x30pk,
index,Index cards 3x11,,,,1x100pcs,
correct,Correction fluid ,,,,2pcs,
coin,Coin rollers ,,,,           36pcs,
cp11,8 1/2 x11 copy paper,,,,5000pcs,
cp11e,8 1/2 x11 copy paper  (500pk),,,,           500pcs,
chinab,China Markers (Black) (12pk),,,,12pk,
dry,Dry Erase Markers     Assorted ,,,,8pk,
dryb,Dry Erase Markers   Black,,,,12pk ,
high,Highlighter Markers   ,,,,12pk,
pen,Pens),,,,12pk,
pencil,Pencil ,,,,20pk,
perm,Permanent markers (Black) (12pk),,,,12pk,
sharpie,Sharpie Markers (12pk) ,,,,12pk,
pins,Clear push pins   (100pk),,,,100pk,
,LABELS,,,,,
,Scale labels,,,,,
tec9000,Tec SL 9000 Continuous labels ,,,,48ctn,
tecsl66,Tec SL 66  (LB),,,,40ctn,
tecsl66K,Tec SL 66  (KGS),,,,40ctn,
digism90,Digi SM 90        (380/ Roll),,,,48ctn,
digism90m,Digi SM 90        (750/ Roll) (Meat Scale),,,,48ctn,
digi,Digi SM 25/70   (900 roll),,,,36ctn,
bizerba60,Bizerba Direct Thermal  58mmx60mm  (720/roll),,,,40ctn,
bizerba75,Bizerba Direct Thermal  58mmx75mm  (600/roll),,,,40ctn,
bizerbar,Bizerba Direct Red Strip 57mmx42mm (1000/roll),,,,40ctn,
ttl,4?x6? thermal transfer  (10x1000),,,,10ctn,
,Food  labeling,,,,,
lexan,Lexan shelf  life labels (500/roll),,,,1x1000pcs,
99,$.99   label,,,,1x1000pcs,
1.99,$1.99 label,,,,1x1000pcs,
2.99,$2.99 labels,,,,1x1000pcs,
use1,1.5 ? Use first labels,,,,1x500pcs,
ddm,ó? Day dot labels   (Monday),,,,2000/roll,
ddt,ó? Day dot labels   (Tuesday),,,,2000/roll,
ddw,ó? Day dot labels   (Wednesday),,,,2000/roll,
ddth,ó? Day dot labels   (Thursday),,,,2000/roll,
ddf,ó? Day dot labels   (Friday),,,,2000/roll,
dds,ó? Day dot labels   (Saturday),,,,2000/roll,
ddsu,ó? Day dot labels   (Sunday),,,,2000/roll,
dddam,Dissolve Away Day dot labels   (Monday),,,,1000/roll,
dddat,Dissolve Away Day dot labels   (Tuesday),,,,1000/roll,
dddaw,Dissolve Away Day dot labels   (Wednesday),,,,1000/roll,
dddath,Dissolve Away Day dot labels   (Thursday),,,,1000/roll,
dddaf,Dissolve Away Day dot labels   (Friday),,,,1000/roll,
dddas,Dissolve Away Day dot labels   (Saturday),,,,1000/roll,
dddasu,Dissolve Away Day dot labels   (Sunday),,,,1000/roll,
shelfm,2 x 2 Shelf Life Dissolve-A-Way (Monday),,,,250/roll,
shelft,2 x 2 Shelf Life Dissolve-A-Way (Tuesday),,,,250/roll,
shelfw,2 x 2 Shelf Life Dissolve-A-Way (Wednesday),,,,250/roll,
shelfth,2 x 2 Shelf Life Dissolve-A-Way (Thursday),,,,250/roll,
shelff,2 x 2 Shelf Life Dissolve-A-Way (Friday) ,,,,250/roll,
shelfs,2 x 2 Shelf Life Dissolve-A-Way (Saturday) ,,,,250/roll,
shelfsu,2 x 2 Shelf Life Dissolve-A-Way (Sunday) ,,,,250/roll,
,TONNERS /RIBBONS/DRUMS ,,,,,
br115,Brother TN 115  Blk            (Comp),,,,1,
br115c,Brother TN 115  Cyan          (Comp),,,,1,
br115m,Brother TN 115 Magenta      (Comp),,,,1,
br115y,Brother TN 115 Yellow        (Comp),,,,1,
br350,Brother TN 350 Toner          (Comp),,,,1,
br360,Brother TN 360 Toner          (Comp),,,,1,
br360o,Brother TN 360 Toner         (OEM),,,,1,
br450,Brother TN 450 Toner         (Comp),,,,1,
br450o,Brother TN 450 Toner         (OEM),,,,1,
br560,Brother TN 560 Toner         (Comp),,,,1,
br570,Brother TN 570 Toner         (Comp),,,,1,
brotn580,Brother TN 580 Toner         (Comp),,,,1,
br301,Brother Fax Cartridge (301),,,,1,
br201,Brother Fax Cartridge (201),,,,1,
hp1012/q2612a,HP1012               (Comp)      FX104,,,,1,
hp1100,HP1100               (Comp)     (C4092A),,,,1,
hp1300,HP1300               (Comp)     (Q2613X),,,,1,
hp1320,HP1320               (Comp),,,,1,
hp7553x,HP 2015              (Comp)    (Q7553X),,,,1,
hpc4096a,HP  2100/2200    (Comp) (C4096A),,,,1,
hpc4127x,HP  4000 /4050   (Comp) (4127X),,,,1,
hpc7115,HP  1200             (Comp)(C7115X),,,,1,
hpcb435a,HP P1005            (Comp)(CB435A),,,,1,
hpcb436a,HP P1505            (Comp)(CB4365A),,,,1,
hpcb540a,HP CP1215         (Comp)   (CB540A)              ,,,,1,
hpcb540ak,HP CP1215         (Comp)   (CB540AK),,,,1,
hpcb541ac,HP CP1215/ 1515N  (Comp)   (CB541A) CYAN,,,,1,
hpcb541am,HP CP1215/1515N   (Comp)   (CB541A) MAG,,,,1,
hpcb542ay,HP CP1215/1515N   (Comp)   (CB542A) YELL,,,,1,
hpcb543am,HP CP1215 /1515N  (Comp)   (CB543A) MAG,,,,1,
hpce278a,HP M1530                (Comp)    (CE278A),,,,1,
hpce285a,HP P 1102                 (Comp)   (CE285A)           ,,,,1,
hpce505a,HP P 2035                 (Comp)   (CE505A)  ,,,,1,
hpq2672a,HP3500N                  (Comp)   (Q2672A),,,,1,
hpq2673a,HP 3500/ 3550          (Comp)   (Q2673A) MAGE,,,,1,
hpce320a,Hp ce320 a                (Comp)    (BLACK) ,,,,1,
hpce320c,Hp ce320 a                (Comp)    (CYAN) ,,,,,
hpce320y,Hp ce320 a                (Comp)    (YELLOW) ,,,,,
hpce320m,Hp ce320 a                (Comp)    (MAGENTA) ,,,,,
hpq3961a,HP 2550/2840           (OEM)    (Q3961A) BLK,,,,1,
hp5949,HP  LJ 1320              (Q5949X),,,,1,
hpq3962a,HP 2550/2840           (OEM)    (Q3962A)YELL,,,,1,
hpq39973a,HP 2550/2840           (OEM)    (Q3973A)MAG,,,,1,
hpq5942x,HP 4340/4350/4250  (Comp)   (Q5942X),,,,1,
hp3600,HP 3600 /3800          (Q6470A)       ,,,,1,
hp3600y,HP 3600 /3800          (Q6470A)       ,,,,1,
hp3600blue,HP 3600 /3800          (Q6470A)       ,,,,1,
hp3600red,HP 3600 /3800          (Q6470A)       ,,,,1,
hp5L,HP 5L ,,,,1,
hp6l,HP 6L ,,,,1,
hpq7551a,HP P3005/M3035      (Comp)  (Q7551A) ,,,,1,
2840black,HP 2840 /BLK           (Q3960A)        ,,,,1,
2840blue,HP2840/ CYAN         (Q3961A),,,,1,
2840red,HP2840/YELLOW    (Q3962A),,,,1,
2840yellow,HP2840/MAGENTA (Q3963A),,,,1,
sam1610,Samsung/ ML1610,,,,1,
sam1710,Samsung/ ML1710,,,,1,
sam4521,Samsung SCX 4521       (Comp)  (ML1610/2010/2510),,,,1,
sam407,Samsung CLT-K 407S   (OEM) ,,,,1,
sam4826,Samsung SCX 4826       (Comp)  (4826/4824),,,,,
lex120,Lexmark E120,,,,1,
lex12A8405,Lexmark 12A8405 BLK,,,,1,
lex210o,Lexmark E210                 (OEM),,,,1,
lex230,Lexmark E230/232          (Comp),,,,1,
lex250,Lexmark E250      BLK   (CE250S),,,,1,
lex260o,Lexmark E260                 (OEM),,,,1,
lex340/42,Lexmark X340/42           (Comp)  ,,,,1,
lex340o,Lexmark X340/42           (OEM)  ,,,,1,
lex640,Lexmark T640                 (Comp)  (HY ),,,,1,
ca40,Canon E40          (Comp),,,,1,
can104,Canon Fx104      (Comp),,,,1,
xerox2500/280,Xerox / HP2500/2800    Blk        (F9116),,,,1,
xerox2500c,Xerox / HP2500/2800    Cyan     (F9117),,,,1,
xerox2500m,Xerox / HP2500/2800    Magenta(F9118),,,,1,
xerox2500y,Xerox / HP2500/2800    Yellow  (F9119),,,,1,
xerox4l,Xerox/ HP- 4L/74A                     (F9174),,,,1,
xerox3220 ,Xerox 3220  toner  (Hy),,,,,
dell1710,Dell 1710         (Comp),,,,1,
dell1815,Dell 1815         (Comp),,,,1,
,DRUMS,,,,,
lex340d,Lexmark 340 H226 (Drum),,,,1,
hp2840d,Drum  Hp 2840 (OEM)(364A) ,,,,1,
br350dr,Drum  Brother  (Dr350),,,,1,
Brotn360d,Drum  Brother  (Dr360d)(Comp),,,,1,
,RIBBONS,,,,,
erc38,ERC -34/38   (Black / Red),,,,1,
erc38p,ERC -34/       (Purple),,,,1,
erc32,ERC -32        (Black / Red),,,,1,
erc38p,ERC -32        (Purple),,,,1,
erc31,ERC -31        (Black / Red),,,,1,
erc31P,ERC -31        (Purple),,,,1,
erc23,ERC -23        (Black / Red),,,,1,
erc03,ERC -03          ,,,,1,
sp200,STAR  SP200    (Black/Red),,,,1,
sp200p,STAR  SP200    (Purple),,,,1,
sp300,STAR  SP300    (Black/Red),,,,1,
ncr2140,NCR- 2140,,,,1,
dp600,DP600  ,,,,1,
oki182,Okidata  ML-182,,,,1,
amano,Time clock ribbons Amano,,,,1,
calcrb,Calculator Ribbons  (Black/Red),,,,1,
calcrp,Calculator Ribbons  (PURPLE),,,,1,
ir40,Citizen IR40 Cassette ribbons,,,,1,
ir41,Citizen IR41 Cassette ribbons,,,,1,
ir51,Citizen IR51 Cassette ribbons,,,,1,
ir71,Citizen IR71 Cassette ribbons,,,,1,
,CASH REGISTER ROLLS ,,,,,
t318,3 1/8 x 200 ft. Thermal ,,,,50ctn,
t318273,3 1/8 x 273 ft. Thermal rolls ,,,,50ctn,
t318218,3 1/8 x2 1/8 (115 feet) ,,,,50ctn,
t318218c,3 1/8 x2 1/8 (115 feet) ,,,,100ctn,
tc,3 1/8  Thermal  (Colour),,,,50ctn,
t3,3 ? Thermal ,,,,50ctn,
t21430,2 ¬ X 30 ft. Thermal rolls  (Debit- Wireless)  ,,,,100ctn,
t21450,2 ¬ X 50 ft. Thermal rolls  (Debit- Wireless)  ,,,,100ctn,
t21475,2 ¬ X 75 ft. Thermal rolls  (Debit),,,,100ctn,
t214,2 ¬ X 200ft Thermal rolls  (CASIO),,,,50ctn,
t220z,220Z  Thermal(1 ó) SHARP /ERA410/ ERA450,,,,50ctn,
t27/16,2 7/16 Thermal ,,,,50ctn,
t238,2 3/8   Thermal (ATM),,,,12ctn,
3,3?printer  (Bond),,,,50ctn,
32,3?  2ply  White & yellow ,,,,50ctn,
33,3?  3ply  White & yellow& Pink,,,,50ctn,
201rd,1 « ? Cash Register (201RD) ,,,,100ctn,
234,2 ó x3 printer rolls ,,,,50ctn,
2342,2 ó x3 2ply  printer rolls,,,,50ctn,
314312,3 ¬ x 200 Feet  ,,,,48ctn,
3142,3 ¬ x 2ply   ,,,,48ctn,
220Z,(1 ó) Cash Register  220Z ,,,,100ctn,
412,4 « Printer Roll ,,,,25ctn,
4122,4 «  2Ply   Printer Roll ,,,,25ctn,
8716,8 7/16 x 4 1/2 ,,,,12ctn,
calc,2 ¬ x2 ó Calculator,,,,50ctn,
calce,2 ¬  Calculator  rolls ,,,,1 roll,
ncr177,3 ¬ x3 « NCR 177Z,,,,48ctn,
912rvlp2,91/2 x11 rvlp 2 part,,,,1750ctn ,
